what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1338843979180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338843981863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338843991255
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338843991348
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338843991457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338843994589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844029540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338844035312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1338844037761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844045358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844050599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338844052003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1338844054046
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338844060000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1338844103706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1338844104003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844192797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844224147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844241670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844262562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844336512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844336559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844336621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1338844393751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338844833900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338844840617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338844843050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338844844024
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338844877583
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1338844881045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1338844906332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1338844908564
